SubCategoryID,GroupName,SubGroup,ItemName,ItemDescription,ItemCode,Manufacturer_ID,Manufacturer,Expirable,MinLevel,MaxLevel,ReorderLevel,ReorderQty,MinUnit,MaxUnit,ConversionFactor
,MEDICAL STORE,MEDICINE,TELEACT 40MG TAB,TELEACT 40MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELEACT AM TAB,TELEACT AM TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELEACT AM TAB,TELEACT AM TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELEACT CT 40 MG TAB,TELEACT CT 40 MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELEKAST 10MG TAB,TELEKAST 10MG TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELEKAST A TAB,TELEKAST A TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELEKAST -L KID SYRUP 60ML,TELEKAST -L KID SYRUP 60ML,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELEKAST L TAB,TELEKAST L TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELISTA  - H  TAB,TELISTA  - H  TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELISTA  40MG,TELISTA  40MG,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELISTA 20MG TAB,TELISTA 20MG TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELMA - 40MG TAB,TELMA - 40MG TAB,,,GLENMARK PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TELMA AM TAB,TELMA AM TAB,,,GLENMARK PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TERLISTAT INJ 1MG 10ML,TERLISTAT INJ 1MG 10ML,,,SAMRATH PHARMA LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,T-GLIP 20 MG TAB,T-GLIP 20 MG TAB,,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,THALITEL 40 TAB,THALITEL 40 TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,THALITEL 80 TAB,THALITEL 80 TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,THEMISET 75 INJ (1.5 ML),THEMISET 75 INJ (1.5 ML),,,THEMIS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,THREPTIN BISKETTES 275GM,THREPTIN BISKETTES 275GM,,,RAPTAKOS BRETT & LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,THROMBOMARK-20GM,THROMBOMARK-20GM,,,MANKIND PHARMA PVT. LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,THYRONORM 100 MG TAB,THYRONORM 100 MG TAB,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,THYRONORM 25MCG,THYRONORM 25MCG,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,THYRONORM 50MCG,THYRONORM 50MCG,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,THYRONORM 75 MG TAB,THYRONORM 75 MG TAB,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TIATE ROTACAPS,TIATE ROTACAPS,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TIATE TRANSHALER,TIATE TRANSHALER,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TIMOLET 0.5 %  EYE DROPS,TIMOLET 0.5 %  EYE DROPS,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TINIBA - 300 MG TAB,TINIBA - 300 MG TAB,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TIOVA INHALER,TIOVA INHALER,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TOBA EYE SOLUTION 5 ML,TOBA EYE SOLUTION 5 ML,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TOLPA -D TAB,TOLPA -D TAB,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TONACT 10MG,TONACT 10MG,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TONACT 20MG TAB,TONACT 20MG TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TOPAZ 25 MG TAB,TOPAZ 25 MG TAB,,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,BANDAGES,TOPCREPE 15CM,TOPCREPE 15CM,,,DYNAMIC,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TOPEMA-25 TAB,TOPEMA-25 TAB,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TOPIRAIN 25MG TAB,TOPIRAIN 25MG TAB,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TOPIRAIN 50 MG,TOPIRAIN 50 MG,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TOPIROL 25MG,TOPIROL 25MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TORFIX 400 MG TAB,TORFIX 400 MG TAB,,,TORRENT PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TORKAST -FX TAB,TORKAST -FX TAB,,,TORRENT PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TORSINEX 10MG,TORSINEX 10MG,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TOX INJ 250MG INJ,TOX INJ 250MG INJ,,,laborate,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,TRACHEOSTOMY  TUBE INNER CAN8.5MM PLAIN,TRACHEOSTOMY  TUBE INNER CAN8.5MM PLAIN,,,PORTEX,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,TRACHEOSTOMY TUBE INNER CANNULA 8 SIZE,TRACHEOSTOMY TUBE INNER CANNULA 8 SIZE,,,PORTEX,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRAJENTA-5MG TAB,TRAJENTA-5MG TAB,,,BOEHRINGER INGELHEIM,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRALIN 100 MG TAB,TRALIN 100 MG TAB,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRALIN 50 TAB,TRALIN 50 TAB,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRAMAZAC 50MG,TRAMAZAC 50MG,,,CADILA HEALTHCARE,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,TRANS SPACER DEVICE,TRANS SPACER DEVICE,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,TRANSPOR 2 INC,TRANSPOR 2 INC,,,3M,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,TRANSPORE 3 INCH,TRANSPORE 3 INCH,,,3M,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRANZEX -50 MG CAP,TRANZEX -50 MG CAP,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRANZEX PLUS TAB,TRANZEX PLUS TAB,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRAPIC 500MG TAB,TRAPIC 500MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRAPIC E TAB,TRAPIC E TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRAPIC INJ,TRAPIC INJ,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRAPIC MF,TRAPIC MF,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRENAXA 500MG,TRENAXA 500MG,,,MACLEODS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRENTAL 400MG,TRENTAL 400MG,,,AVENTIS PHARMA LIMIUTED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRESIBA FLEXTOUCH 100U/ML,TRESIBA FLEXTOUCH 100U/ML,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRICOREX  EXPECTORENT 100 ML,TRICOREX  EXPECTORENT 100 ML,,,PFIZER LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRIGABANTIN 300 MG TAB,TRIGABANTIN 300 MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRIKA PLUS TAB,TRIKA PLUS TAB,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRIOLMEZEST TAB,TRIOLMEZEST TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRIOLVANCE  20 MG TAB,TRIOLVANCE  20 MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRIOLVANCE 40 MG TAB,TRIOLVANCE 40 MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRIVEDON 20MG,TRIVEDON 20MG,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,TROCAR CATHETER 20 SIZE,TROCAR CATHETER 20 SIZE,,,ROMSONS,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,TROCAR CATHETER 24 SIZE,TROCAR CATHETER 24 SIZE,,,ROMSONS,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,TROCAR CATHETER 28 SIZE,TROCAR CATHETER 28 SIZE,,,ROMSONS,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOSABLE,TROCAR CATHETER 32SIZE,TROCAR CATHETER 32SIZE,,,ROMSONS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TROPAN  2.5MG TAB,TROPAN  2.5MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TROPAN 5MG,TROPAN 5MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TROPICAMET EYE DROPS 5ML,TROPICAMET EYE DROPS 5ML,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,TRU POLY GLOVES 7.5,TRU POLY GLOVES 7.5,,,SUTURES INDIA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRYPTOMER 10MG,TRYPTOMER 10MG,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TRYPTOMER 25MG,TRYPTOMER 25MG,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TUBERVAC 1 ML (BCG) VACCINE,TUBERVAC 1 ML (BCG) VACCINE,,,SERUM INSTITUTE OF INDIA LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TUCULOS 300 MG TAB,TUCULOS 300 MG TAB,,,AARA  lifescience (i) pvt ltd,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,TUFPRO SPORES SUSPENSION 5 ML,TUFPRO SPORES SUSPENSION 5 ML,,,VIRCHOW,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UDICORT  INJ 2 ML,UDICORT  INJ 2 ML,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UDIHEP,UDIHEP,,,"WIN MEDICARE LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UDIHEP FORTE,UDIHEP FORTE,,,"WIN MEDICARE LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ULGEL  LIQUID,ULGEL  LIQUID,,,ALEMBIC LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ULGEL -A  LIQUID,ULGEL -A  LIQUID,,,ALEMBIC LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ULGEL SUSP 200 ML,ULGEL SUSP 200 ML,,,ALEMBIC LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ULTRACET,ULTRACET,,,JANSSON,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ULTRACID  20 MG TAB,ULTRACID  20 MG TAB,,,GRAY ANON FORMULATIONS (P) LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UNICOBAL FORTE CAPS,UNICOBAL FORTE CAPS,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UNICOBAL PLUS,UNICOBAL PLUS,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UNICONTIN - E 400 TAB,UNICONTIN - E 400 TAB,,,MODI MUNDI PHARMA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UNILEVO 500 MG I.V,UNILEVO 500 MG I.V,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UNILEVO 500 MG TAB,UNILEVO 500 MG TAB,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UNILISTIN FORT 2.0 MILL IU,UNILISTIN FORT 2.0 MILL IU,,,UNITED BIOTECH,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UNIMEZOLE 100 ML,UNIMEZOLE 100 ML,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UNIMIKA 100 MG INJ,UNIMIKA 100 MG INJ,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UNIMIKA 500 MG INJ,UNIMIKA 500 MG INJ,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,URILISER - 100ML,URILISER - 100ML,,,WALTER BUSHNELL,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,URIMAX  0.4MG,URIMAX  0.4MG,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,URIMAX 0.2MG,URIMAX 0.2MG,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,URISPAS,URISPAS,,,WALTER BUSHNELL,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,URIVOID TAB 25MG,URIVOID TAB 25MG,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,URO METER,URO METER,,,ROMSONS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,UROTEL XL 2 MG TAB,UROTEL XL 2 MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,V WASH  100 ML,V WASH  100 ML,,,DR.REDDYS LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VALIUM 5MG,VALIUM 5MG,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VALKEM OD 250 MG TAB,VALKEM OD 250 MG TAB,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VALKEM -OD 500 TAB,VALKEM -OD 500 TAB,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VALTOVAL 1GM TAB,VALTOVAL 1GM TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VANKING 1000MG I.V INFUSION,VANKING 1000MG I.V INFUSION,,,NEON LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VANKING 500 MG INJ,VANKING 500 MG INJ,,,NEON LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VASOGRAIN,VASOGRAIN,,,CADILA HEALTHCARE,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VENUSIA LOTION 100 ML,VENUSIA LOTION 100 ML,,,DR.REDDYS LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VERTIN 16MG,VERTIN 16MG,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VIATRAN 1.5 GM INJ,VIATRAN 1.5 GM INJ,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VIBACT SACHETS,VIBACT SACHETS,,,USV LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VI-SYNERAL DROPS 15 ML,VI-SYNERAL DROPS 15 ML,,,CREST BIOSYSTEMS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VITONIN D3 TAB,VITONIN D3 TAB,,,DR.MONI PHARMA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOGLINORM M 0.2 MG TAB,VOGLINORM M 0.2 MG TAB,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOLIB0 0.3MG TAB,VOLIB0 0.3MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOLINI GEL 15G,VOLINI GEL 15G,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOLINI SPRAY,VOLINI SPRAY,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOLINI SPRAY 35GM,VOLINI SPRAY 35GM,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOLINI SPRAY-15GM,VOLINI SPRAY-15GM,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOLIX 0.2MG TAB,VOLIX 0.2MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOLIX-0.3MG,VOLIX-0.3MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOLIX-0.3MG,VOLIX-0.3MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOLTAFLAM 50MG,VOLTAFLAM 50MG,,,NOVARTIS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOMIKIND SY 30ML,VOMIKIND SY 30ML,,,MANKIND PHARMA PVT. LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOVERAN PLUS TAB,VOVERAN PLUS TAB,,,NOVARTIS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOVERAN SR 100,VOVERAN SR 100,,,NOVARTIS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOVERAN TPM GEL 30GMS,VOVERAN TPM GEL 30GMS,,,NOVARTIS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VOVO 50MG,VOVO 50MG,,,ALEMBIC LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,VPRESS INJ,VPRESS INJ,,,NEON LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WALCOBAL PLUS 1000 MCG,WALCOBAL PLUS 1000 MCG,,,leeford,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WARF  5MG,WARF  5MG,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WARF 2MG TAB,WARF 2MG TAB,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WARF 3MG TAB,WARF 3MG TAB,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WAXONIL EAR DROPS,WAXONIL EAR DROPS,,,ENTOD PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,WELCOME TAG,WELCOME TAG,,,INCHEMI,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WEPOX 4000 INJECTIO,WEPOX 4000 INJECTIO,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOASABLE,WINGED 20G IV SET,WINGED 20G IV SET,,,BIO-MED PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WOKADINE 100 ML,WOKADINE 100 ML,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WOKADINE OINT(125G),WOKADINE OINT(125G),,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WOKADINE ONIT 15GR,WOKADINE ONIT 15GR,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WOKADINE POWDER,WOKADINE POWDER,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WYSOLONE 10MG,WYSOLONE 10MG,,,PFIZER LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,WYSOLONE 20MG,WYSOLONE 20MG,,,PFIZER LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,XONECEFF -S 1.5 GM,XONECEFF -S 1.5 GM,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,XYLOMIST NASAL DROPS,XYLOMIST NASAL DROPS,,,CADILA HEALTHCARE,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,XYLOMIST NASAL DROPS,XYLOMIST NASAL DROPS,,,GERMEN REMEDIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,XYLOMIST NASAL DROPS,XYLOMIST NASAL DROPS,,,MERCK LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,YESTOFLAM TAB,YESTOFLAM TAB,,,amber & rilie,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,Z & D POWDER SUS 15 ML,Z & D POWDER SUS 15 ML,,,DR.REDDYS LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZANOCIN 100 MG LIQ 60 ML,ZANOCIN 100 MG LIQ 60 ML,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZANOCIN 100MG,ZANOCIN 100MG,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZANOCIN-OD-400MG,ZANOCIN-OD-400MG,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZANOCIN-TZ,ZANOCIN-TZ,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZEDOTT 100MG CAP,ZEDOTT 100MG CAP,,,TORRENT PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZEN RETARD 200MG,ZEN RETARD 200MG,,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZENFLOX-OZ TAB,ZENFLOX-OZ TAB,,,MANKIND PHARMA PVT. LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZEPTOL 100 MG,ZEPTOL 100 MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZEPTOL 200MG TAB,ZEPTOL 200MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZEPTOL CR 400 TAB,ZEPTOL CR 400 TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZEPTOL-CR-200MG,ZEPTOL-CR-200MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZETUM 1.5 GM INJ,ZETUM 1.5 GM INJ,,,searle interphar,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZETUM 750 MG INJ,ZETUM 750 MG INJ,,,searle interphar,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZEVERT 16MG,ZEVERT 16MG,,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZEVERT 8MG,ZEVERT 8MG,,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZEVERT MD 24 MG TAB,ZEVERT MD 24 MG TAB,,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZEVERT PVG TAB,ZEVERT PVG TAB,,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZINCOFER,ZINCOFER,,,APEX  LABORATORIES  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZINCOVIT,ZINCOVIT,,,APEX  LABORATORIES  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZITEN -M TAB,ZITEN -M TAB,,,GLENMARK PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZITEN TAB,ZITEN TAB,,,GLENMARK PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZOBONE 4MG INJ,ZOBONE 4MG INJ,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZOLE OINTMENT 15GM,ZOLE OINTMENT 15GM,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZOLE-F-OINTMENT,ZOLE-F-OINTMENT,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZOLFRESH  5MG TAB,ZOLFRESH  5MG TAB,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ZOLFRESH 10MG TAB,ZOLFRESH 10MG TAB,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
